Timestamp,Glucose,Glucose_Makeshift,CaloriesConsumed,CaloriesBurnt
2025-03-01 00:00:00,91.58048070845628,91.62867647582064,0.05580508161683628,8.09314514209897
2025-03-01 00:05:00,102.11588307441237,106.15891841193942,0.2669116140411236,8.927649318055135
2025-03-01 00:10:00,98.31188337512546,95.3909567124153,0.8372937446424363,8.767459694407574
2025-03-01 00:15:00,91.0847283096283,93.14254839221464,0.7619412095307628,7.789005197974287
2025-03-01 00:20:00,97.66034651848858,101.41251734326023,0.5209014346347454,8.888833817119595
2025-03-01 00:25:00,96.65026579183103,101.06190404042117,0.11763975776585611,8.109557891872738
2025-03-01 00:30:00,109.38979658681046,113.48903779069424,0.6862426216416879,8.943091165033316
2025-03-01 00:35:00,94.22145674239631,99.98818576285764,0.9976684355670996,7.738484129447941
2025-03-01 00:40:00,96.73118950022746,95.57689815186242,0.10158763300757556,9.157535594217737
2025-03-01 00:45:00,98.85135205931645,99.05462808759349,0.0587508713453313,8.158060360685484
2025-03-01 00:50:00,99.62845169427627,94.15088960790473,0.7228707223470087,9.470875126428782
2025-03-01 00:55:00,111.41552258308633,110.09132061906658,0.09112854198685971,8.914049333525853
2025-03-01 01:00:00,107.51566654043225,108.08337346804393,0.33618473728202036,8.399253265859558
2025-03-01 01:05:00,107.48315267303242,103.35227447585137,0.5433133532096025,8.801198263574955
2025-03-01 01:10:00,101.86730711626238,101.5818128443272,0.8244344724249633,9.436261460995468
2025-03-01 01:15:00,104.57051124294821,104.5220881970504,0.40880824543920624,8.902915435935117
2025-03-01 01:20:00,112.42805127162255,117.15120323544377,0.3770131177431788,7.792265913919094
2025-03-01 01:25:00,102.01154729774322,100.83721682178037,0.7029600639314273,7.914099247159164
2025-03-01 01:30:00,99.88770242833033,99.34598397828425,0.9847888757661748,8.485095323984417
2025-03-01 01:35:00,114.30430706257111,116.57012453094195,0.12136433097624955,8.063665482974303
2025-03-01 01:40:00,116.84118962317257,113.51312533451892,0.47404220660046703,9.445000325601782
2025-03-01 01:45:00,101.71440982518321,100.93651182120571,0.4298007847344758,9.37180686196062
2025-03-01 01:50:00,110.51976471272458,108.7707128350793,0.6660667875912782,8.993224725965106
2025-03-01 01:55:00,101.06293930556981,105.31900731695683,0.18040374944605053,9.438560470172801
2025-03-01 02:00:00,108.31654421717572,112.99477603634784,0.9628380533690003,7.71256583252197
2025-03-01 02:05:00,115.18761535976883,120.43997799481039,0.7982434397050382,8.740661710183403
2025-03-01 02:10:00,101.69698439643989,106.85223911375677,0.9817943283999331,8.588945851523745
2025-03-01 02:15:00,107.30073587546593,111.00034521568256,0.22487607637233586,8.319269673045193
2025-03-01 02:20:00,105.92300710780115,102.70685927785995,0.7084034831871465,8.894103337131861
2025-03-01 02:25:00,104.81142628862456,106.01478455215796,0.7568405455939693,8.046116957276672
2025-03-01 02:30:00,110.35092046734833,109.36100769381274,0.6492187035081093,8.277119713321554
2025-03-01 02:35:00,112.05918133710728,117.751835476645,0.9596766865912347,8.040088218274663
2025-03-01 02:40:00,113.5228078908886,117.16956234187839,0.9783731402726915,8.45064983141777
2025-03-01 02:45:00,107.99768350796148,111.5163180419925,0.2658107120380645,9.590839616804502
2025-03-01 02:50:00,112.77392932630148,114.10704830060168,0.6268040257686986,9.004063608769677
2025-03-01 02:55:00,105.00361382213634,107.52818249588725,0.5629742732836023,8.306198370596617
2025-03-01 03:00:00,111.46889092155065,112.05617869665788,0.3306696259479165,8.00255730020852
2025-03-01 03:05:00,99.03606809126701,101.04691666942868,0.9443712405788109,8.449555884672876
2025-03-01 03:10:00,105.25373123607962,103.19257110757229,0.2382899394146799,9.104072285550664
2025-03-01 03:15:00,116.22041056162357,119.24900981986882,0.2736257065646096,7.76727988192496
2025-03-01 03:20:00,115.66419195669971,115.87364200392618,0.9457391359945144,7.751144560345919
2025-03-01 03:25:00,113.07277385594837,114.76859796946779,0.33632255727152893,8.22996083465924
2025-03-01 03:30:00,111.72311579655818,111.75690187296796,0.4743140747255964,8.775923736176143
2025-03-01 03:35:00,107.42290817580765,110.46736374984752,0.1384375023047424,9.331004675291737
2025-03-01 03:40:00,105.2409804315324,102.28576687861108,0.2973269875762795,8.961114201008131
2025-03-01 03:45:00,107.19729772906827,109.041963871244,0.9020672010736506,8.026989290998099
2025-03-01 03:50:00,113.00798378932137,112.46724004738822,0.195446958948979,8.936397151112468
2025-03-01 03:55:00,114.02657129439841,115.63520674678216,0.765204605495269,9.42147322480912
2025-03-01 04:00:00,106.45410814453153,108.79939562464835,0.5580465070437838,9.588258806671247
2025-03-01 04:05:00,106.43836251953853,108.46150925172022,0.4723571179599606,8.250382775875542
2025-03-01 04:10:00,114.0012202083948,116.55900818405605,0.9302173196104859,9.4407630982863
2025-03-01 04:15:00,103.33369617746659,105.02517272573718,0.10418965965557192,8.994625880983671
2025-03-01 04:20:00,113.95105233973509,111.44164906003365,0.6818310359670979,9.265510074221133
2025-03-01 04:25:00,113.36051279735354,111.97904300388294,0.6926622807115713,7.9483897260420795
2025-03-01 04:30:00,118.4197776955666,116.96404022110144,0.23432372032378734,8.797673841734976
2025-03-01 04:35:00,106.74238374745707,103.3298939991379,0.2413935812737268,8.85659250166124
2025-03-01 04:40:00,113.7072555390107,114.4268670421854,0.5329279692614244,9.010468718380288
2025-03-01 04:45:00,117.9461050221524,117.0017906382843,0.5632397532025333,8.138402112816413
2025-03-01 04:50:00,120.4910069621607,124.84125188521719,0.680008301227625,8.62673067109777
2025-03-01 04:55:00,126.6399553609245,131.00448261594946,0.7874212930577317,8.127328471913374
2025-03-01 05:00:00,103.03492787766703,107.69070086478955,0.5762414319274797,8.862532959680061
2025-03-01 05:05:00,111.93179447111908,113.66471175956397,0.9123625215095124,7.8393707239968125
2025-03-01 05:10:00,105.40289580532698,107.49188825929892,0.4970162306940562,7.773172100444432
2025-03-01 05:15:00,111.62814214577048,107.94774112644117,0.9491071543910466,9.164959038369826
2025-03-01 05:20:00,114.32643185594652,110.34859593473028,0.24727854921315406,9.432063437338195
2025-03-01 05:25:00,116.48667875859995,116.11236191847587,0.5481916348161029,9.153565059821066
2025-03-01 05:30:00,111.7518432325691,115.49109629432363,0.07072330230977042,9.68125026604374
2025-03-01 05:35:00,111.21470440907406,111.80236690272824,0.3518634998642951,8.822768960408084
2025-03-01 05:40:00,114.25446213309463,118.58702696126453,0.6011113306858392,9.523892651885683
2025-03-01 05:45:00,117.08429129790767,121.21317886562292,0.5663785049164365,8.01408810056347
2025-03-01 05:50:00,117.93659367458667,113.10881896726225,0.006376044615368559,9.43673341793278
2025-03-01 05:55:00,113.4114138090838,113.01249232235509,0.8310281252046837,8.873032636376728
2025-03-01 06:00:00,113.66641562420672,113.06266639280588,0.7973224398312156,13.861701014811437
2025-03-01 06:05:00,110.3822076742625,108.42323438616864,0.4871572125607143,18.321811447524258
2025-03-01 06:10:00,107.73392692710658,107.08352115180443,0.14452503251516868,14.55206747956479
2025-03-01 06:15:00,113.9210806028558,118.1678033764547,0.01994599929433316,15.350021034992752
2025-03-01 06:20:00,115.80388634207257,122.95545663711273,0.598696978548862,16.628101328566373
2025-03-01 06:25:00,113.18521264910203,109.98689752589327,0.9030837226345547,16.437336880902166
2025-03-01 06:30:00,119.24424250995781,123.2361859625455,0.7041937518934654,15.380370706138297
2025-03-01 06:35:00,116.25616897284714,118.71190019973946,0.9525279831819838,18.369891922337292
2025-03-01 06:40:00,113.72503751539367,112.1328025961671,0.14365109039918122,13.721587673268093
2025-03-01 06:45:00,107.55378108303454,106.57876569653436,0.36240647042697904,16.611732469006874
2025-03-01 06:50:00,113.10999752061417,113.84080924319562,0.045934556079799016,18.044146256117877
2025-03-01 06:55:00,114.32724811085986,112.16309393523916,0.47746121572267364,17.840781833365654
2025-03-01 07:00:00,124.54499712683736,128.09999835102545,0.034233833482458564,9.406283265227472
2025-03-01 07:05:00,108.13425565034954,107.20711117202534,0.1525557340733915,9.454567255076226
2025-03-01 07:10:00,110.24340880321515,111.64841146953701,0.15199677525859423,9.322414610338624
2025-03-01 07:15:00,120.17301280637206,121.5564776262299,0.29056824293362327,7.84473849221
2025-03-01 07:20:00,113.02102190407919,115.75726395969755,0.926796078872359,8.616705833646611
2025-03-01 07:25:00,115.43922788398896,117.28150536663115,0.3846073706745786,8.607327320280854
2025-03-01 07:30:00,113.87972025849952,118.34422506020171,5.777164944556437,8.69494817241293
2025-03-01 07:35:00,113.42554899444418,115.9330726782312,4.7307148418281155,7.986554130516704
2025-03-01 07:40:00,111.16452412184917,117.60495906972332,4.473286286868852,9.59586020034368
2025-03-01 07:45:00,116.83733498686034,115.49377021501796,4.5141564601862685,9.009003512658756
2025-03-01 07:50:00,107.85330029748744,108.76119876916609,5.833308176298426,7.999822598856251
2025-03-01 07:55:00,108.35091514525953,109.72620261668283,5.244488361571252,9.164417850429894
2025-03-01 08:00:00,115.54343524639017,115.47757936856972,4.225564461446617,9.302736621818129
